Customer_ID,Signup_Date,Churn_Status,Age,Subscription_Plan,Monthly_Charges,Total_Charges,Contract_Type,Payment_Method,Support_Calls
a6452435-deab-4763-9c80-a0fa8843daa2,2024-04-19,No,46,Premium,104.51889417245327,418.08,Month-to-Month,Bank Transfer,7
2a3be650-117f-4f88-9165-38b9d1768ed5,2023-05-27,No,32,Premium,65.1279722353766,1172.3,One Year,Bank Transfer,2
c295f530-4f6c-4cde-a9e4-6af3d2cff4fe,2023-08-07,No,33,Basic,56.706497942928415,1134.13,One Year,Credit Card,5
dff00932-12e0-4732-aa3f-9792730fdc70,2024-12-18,No,34,Basic,138.5197152217846,2770.39,Month-to-Month,PayPal,0
e84462ed-f057-4d38-b57a-c4b84e065641,2024-02-04,Yes,23,Basic,128.36530687293828,1412.02,Two Year,Bank Transfer,1
dd6345af-20a3-4d0c-a8bc-72b46ce90be0,2024-02-19,No,27,Premium,111.11706456128367,2333.46,Month-to-Month,Crypto,3
25d0cd4d-256b-4ff9-b3df-3b6f38ab4506,2024-01-26,No,31,Standard,64.40287599475757,1094.85,Two Year,Bank Transfer,9
55bc2553-cbbd-43f3-8ae9-cebf4aa28d5e,2024-03-01,No,28,Premium,106.90076603235951,1496.61,One Year,Crypto,3
7a7bb992-5d53-4f7a-903a-b6f367d5a4ea,2023-08-24,Yes,56,Standard,144.25878232169862,577.04,Two Year,Bank Transfer,7
8d75f268-609f-4b2d-9a1e-d5961ef21500,2023-04-17,No,32,Basic,73.60811774110869,73.61,One Year,Credit Card,4
4ca16c0c-b697-4420-b1e4-ee0ed6fcec64,2024-10-07,No,43,Premium,17.2553425629264,69.02,Two Year,Credit Card,9
693b9492-1bd1-4191-ab01-941754fbb976,2024-09-19,Yes,34,Basic,105.43852314205233,843.51,One Year,PayPal,2
be2c0b6e-f9c1-41f1-92b0-f9305a32b056,2023-09-20,No,33,Premium,90.9809544784262,545.89,Two Year,Credit Card,3
df79c6c2-2961-48f1-bae6-8e976415f6e8,2023-08-05,No,56,Standard,42.05859478436342,42.06,Month-to-Month,Bank Transfer,1
7c8c6770-ff14-4d01-8ee4-07be3a49743a,2023-07-10,No,45,Standard,N/A,N/A,Month-to-Month,PayPal,7
2db71d74-8179-467a-b082-17fccbc15486,2023-07-08,No,65,Premium,19.959442074486482,179.63,Month-to-Month,Credit Card,7
011f9296-7bdc-4e59-a508-aee53c02ff1a,2023-07-19,No,71,Premium,57.74510189884514,981.67,One Year,PayPal,8
ee427e20-714c-45ec-a322-ac1ee3d520a5,2023-06-07,No,31,Premium,111.38982361279662,1002.51,One Year,PayPal,0
fefea28f-35aa-4b2e-85b8-0e3a9dcd7ffe,2023-04-01,No,28,Premium,134.40763548942738,1075.26,One Year,Bank Transfer,8
ca52dc21-b2cd-4fdc-a2d4-d60746db1e05,2024-12-24,No,74,Standard,46.001874081593236,184.01,One Year,Crypto,4
4ce2e065-d217-4105-b9e9-b6990cc0266d,2024-04-24,Yes,49,Basic,40.242086788259655,523.15,One Year,Crypto,6
e29aa84f-9255-446a-adbc-595a9b1745ad,2023-03-04,Yes,35,Basic,146.3435596306612,1756.12,Month-to-Month,PayPal,8
41b6f389-4d6d-4d68-8233-6edd98a669b2,2024-09-30,No,66,Premium,60.31584006570592,482.53,One Year,PayPal,9
623ecae4-92ed-450f-8086-61656812913b,2024-09-07,Yes,29,Premium,76.50898398286367,153.02,Month-to-Month,PayPal,6
d8f01e76-266f-40d2-a0ef-1b0871f128d1,2024-07-28,No,38,Premium,80.69832572099737,1452.57,Month-to-Month,Crypto,9
fb548993-24fe-42fe-9ffa-b0c23c5abba1,2024-04-10,Yes,20,Premium,49.595685268775696,396.77,Month-to-Month,PayPal,1
05da62e1-2b6d-409d-a1b6-96c4530ab12e,2024-07-10,No,26,Premium,117.27090851170608,351.81,One Year,Credit Card,6
8e4254ff-6bd5-49a1-bea8-2b58de17e798,2023-07-13,No,18,Standard,80.40836744162789,1366.94,Two Year,Bank Transfer,2
db9d78aa-05a4-420a-b11e-3b5b48811738,2024-05-31,No,70,Basic,73.7487815275133,1032.48,One Year,PayPal,4
1fb4b97f-2b11-4206-a252-0b1af9a45cac,2023-03-22,No,26,Standard,120.35540909404261,2768.17,Month-to-Month,Bank Transfer,9
61ce7340-0503-4cf6-809f-80cc9be47433,2023-12-21,No,37,Premium,26.816714741441054,214.53,One Year,Bank Transfer,4
2b033d69-748f-4fcb-af6a-8b3f7dbc25a9,2023-10-09,No,30,Basic,63.08238384704537,1387.81,One Year,Credit Card,7
9ba5a4a7-4969-4ef4-a951-d3bf812636fb,2023-04-22,No,66,Standard,51.57121202674449,876.71,Two Year,Credit Card,9
5e97701b-e269-4e17-9be9-31d55d60bda2,2024-12-28,No,61,Premium,94.38571690102337,2170.87,Month-to-Month,PayPal,7
a7f3fe6e-55eb-446d-acbb-b3201a69ff92,2023-10-04,Yes,63,Standard,137.43855697156948,2611.33,One Year,Credit Card,6
4cd0caab-a575-4e35-a87d-fac3258d4b86,2023-10-08,No,74,Basic,30.447924278147372,304.48,One Year,Bank Transfer,5
343cdaa2-4b5a-4455-a230-540f50c6ee7c,2023-05-23,No,42,Premium,10.740378973526521,21.48,Month-to-Month,Bank Transfer,8
d3e984dd-37a4-4ae3-9b48-4f6e956aa9ca,2023-04-04,No,70,Premium,80.31511510657077,401.58,Two Year,Crypto,1
6ccbed54-db09-47a2-849c-ceca8eae0364,2024-09-23,No,48,Premium,89.64713854537838,1075.77,Month-to-Month,PayPal,9
fac05bd2-3dde-4e29-a85f-b3430c70566e,2024-03-17,No,66,Premium,21.04165316338233,210.42,One Year,Credit Card,6
5a6798cf-f224-4fdf-ad00-8996331e7f6c,2024-06-17,No,29,Basic,132.4922927456447,397.48,Two Year,Bank Transfer,5
8dfbc659-d6d7-4511-a284-a3bd2a6ee331,2023-09-17,No,62,Premium,23.17449967371877,324.44,Month-to-Month,Credit Card,8
48e61385-daa8-4178-9633-d9a2c2c51213,2024-07-16,No,,Premium,35.69627816015053,214.18,Two Year,Crypto,0
61c24577-453d-4aa1-9838-2dfdb0e4eafd,2023-04-15,No,68,Standard,28.4957359621755,28.5,Month-to-Month,Bank Transfer,7
99f9764f-000a-4e0d-83be-d3f0fe1e2bc2,2025-01-22,No,19,Premium,120.74902658140502,724.49,Two Year,Crypto,2
e2cd03f1-dcc6-4f6f-860d-eb1f586222e2,2024-12-17,No,41,Basic,134.03725048725863,3082.86,Two Year,PayPal,7
71563dea-5db3-4ff1-a129-53d643003143,2024-09-30,No,25,Standard,80.75591693704776,161.51,Month-to-Month,PayPal,5
27eb2adb-df99-4b48-b892-b855b324ec8c,2023-02-20,No,71,Standard,24.766417464934054,148.6,Two Year,Crypto,4
6354e4d4-455f-4ea4-bfec-45285cf33c56,2023-06-12,No,56,Standard,21.668759054813894,303.36,One Year,Bank Transfer,9
f0ffccb6-0aeb-44d3-bf92-c231ef8de28b,2023-04-26,Yes,48,Basic,10.8430255119478,238.55,Two Year,Crypto,9
e816f0d1-6ced-4573-bebc-e12ab7ce97a4,2024-03-07,Yes,23,Premium,76.59098498686254,459.55,Two Year,Bank Transfer,9
f4ec5c7e-3de7-42d7-8ef0-3a6ace7fb59c,2024-08-01,No,31,Standard,149.19372564076775,2536.29,Two Year,Bank Transfer,0
44742729-738c-4f52-ab4b-7ad5feeaf847,2024-02-07,No,50,Premium,79.9430576092973,639.54,Month-to-Month,Bank Transfer,3
bd357956-c2af-4405-9c18-4b52af2b0337,2023-06-30,Yes,42,Standard,117.14452620326549,2108.6,Two Year,Crypto,7
42ca138c-20de-4e1d-b4ec-f61e6b4e1295,2024-12-02,No,18,Basic,110.06010047553436,1320.72,One Year,Bank Transfer,3
eaf22113-314f-4b4b-be95-4f013c6b28e2,2023-10-22,Yes,38,Standard,101.99741564131398,1019.97,One Year,Crypto,1
644a004f-89f2-42e3-b441-4bad0116ca6d,2024-02-14,No,36,Premium,52.93055024735243,1005.68,Month-to-Month,Crypto,0
1ff724a0-9bd4-4847-accb-e4c747f18e3c,2023-07-22,Yes,43,Basic,148.92713117268985,2531.76,Two Year,PayPal,7
8d753b5f-2e7b-4612-9be8-bed4e50e725d,2024-11-26,Yes,38,Basic,19.221109052108982,153.77,Month-to-Month,Bank Transfer,6
ca5fa704-726e-4210-b398-58e393c595d6,2023-07-13,No,,Premium,41.650804888368185,333.21,Month-to-Month,Bank Transfer,0
2229cf71-3db8-4001-8c44-186295ba6412,2025-01-12,No,30,Basic,127.7215425802673,510.89,Month-to-Month,Credit Card,3
42c3f118-8f13-4e30-96aa-b5d6bfbb8594,2023-07-16,No,24,Standard,78.97918001753445,1184.69,Month-to-Month,Bank Transfer,7
c0283121-5ffb-4554-93b0-12dfb2540823,2023-04-22,No,23,Standard,147.03050871180383,588.12,Month-to-Month,Bank Transfer,3
c35a526a-dedd-4fbe-b4b9-04422097206d,2024-11-25,Yes,21,Premium,128.74162906269942,2188.61,Two Year,Credit Card,5
6277a276-bd15-4d0b-b2a3-8521d8a8a72f,2023-11-16,Yes,27,Premium,118.4996392809116,1540.5,One Year,Bank Transfer,3
76807979-da8b-4464-a546-0720342a7751,2023-08-01,Yes,71,Premium,72.969007123209,1532.35,One Year,Bank Transfer,6
0c664eeb-4f4c-47cd-814a-f5c29f8ad799,2023-04-25,No,70,Basic,97.48243494548831,2047.13,Two Year,PayPal,5
e0dfad11-c53e-4da6-8010-f019cdacda44,2024-03-15,No,22,Basic,52.722645900726086,579.95,One Year,Credit Card,7
841eebcb-56ce-4b23-8e28-5f3a2e60e22b,2024-10-18,No,61,Basic,44.93691569724143,988.61,Two Year,PayPal,4
2ba4bf37-8ac4-40d6-887e-c99b8435df18,2024-04-06,No,27,Basic,42.80540116079369,470.86,Month-to-Month,Credit Card,3
0fdc6ed9-64a8-4233-b6e6-56973c9e77d7,2024-12-28,Yes,55,Basic,79.60219370798315,159.2,Month-to-Month,Credit Card,4
f6774e52-e545-440f-8707-547d74a1c944,2024-10-09,No,48,Premium,82.22968643357747,740.07,Two Year,Credit Card,3
2bd9d749-d8aa-44a5-a490-b1baf520f68c,2024-05-20,No,59,Basic,133.8618849607113,2677.24,Two Year,Crypto,2
2e2dcf08-8f16-4e15-ac08-f383e5ad98cc,2024-10-01,Yes,40,Standard,29.66824742478852,474.69,Month-to-Month,Crypto,5
48db566e-d4cb-436d-9bb1-8667302dec85,2023-11-22,No,24,Basic,125.79585167819947,377.39,One Year,PayPal,4
a60f5493-00ec-4ad1-b4af-57710e954733,2024-05-03,No,71,Premium,108.37309508458029,433.49,One Year,Credit Card,4
4cda9bd9-a2ce-4cff-8a28-eb26753d792c,2024-03-02,No,59,Basic,83.54502159656774,1670.9,One Year,PayPal,6
720186fa-7c63-4208-bf54-55746bebbbb6,2024-07-10,Yes,43,Standard,18.560687507168264,111.36,Month-to-Month,Credit Card,1
2bd2698a-e3ab-4b83-92eb-b8e96f171864,2023-08-09,No,73,Basic,115.4983457638177,1385.98,Two Year,Credit Card,9
3b29afc3-7be7-4a16-b8a9-4ecacfb7d901,2023-04-11,No,22,Basic,140.5289746179052,702.64,Two Year,Credit Card,5
00e9d212-0757-466c-b3e4-216c19c71c9e,2024-02-06,Yes,18,Premium,112.92387036559875,2371.4,Two Year,PayPal,5
ca0b0cd2-7a08-42c0-941a-bec8c220e133,2024-08-13,No,29,Standard,133.11515717086854,2129.84,Month-to-Month,PayPal,7
fc47c373-37fd-427c-a242-b957076d727e,2023-09-05,Yes,,Premium,28.167252153164974,422.51,Month-to-Month,Crypto,1
98e0b9d6-20f6-4ce9-93db-d135ef863167,2023-05-31,No,66,Basic,25.701574962368106,77.1,Two Year,Crypto,1
e6351b5f-90ce-4c42-9c28-9464d38ce733,2024-05-21,No,66,Premium,81.4421945064876,1384.52,Month-to-Month,Bank Transfer,7
ba68e288-480f-449f-a56b-f65ecbc054ba,2024-10-07,No,20,Standard,26.56902735155257,425.1,One Year,PayPal,8
932fe19d-284d-4d83-ab74-dfad9f0872f0,2024-09-09,No,69,Standard,28.779082524197193,57.56,Two Year,PayPal,7
bfabdb31-560f-4520-b6ff-e7f20243531d,2023-07-10,No,20,Premium,112.74426170551283,2593.12,Month-to-Month,Credit Card,4
ac62e5d5-726a-4702-a065-2387fbcd0fe0,2023-08-04,No,74,Basic,114.69390580658688,573.47,Two Year,Bank Transfer,3
6f5551d9-69c9-4ccc-87b4-02d47acddf2b,2023-05-12,No,52,Standard,39.00701812427354,117.02,Month-to-Month,Crypto,2
2b348f3d-8cbb-499d-af4a-0538ffc50a73,2024-03-02,Yes,55,Standard,22.665973738013065,521.32,One Year,Credit Card,3
4d2e89c5-93f7-4d73-935c-bef32a23920d,2024-11-03,No,59,Premium,101.10334566165623,101.1,One Year,Credit Card,9
3eab5284-6b49-4169-bdf2-958abffff5ea,2024-01-10,Yes,18,Premium,119.04548092004944,952.36,Two Year,Bank Transfer,9
afcf8689-ddbf-437e-8d15-7df0a8e0f8f8,2024-10-03,No,,Premium,70.2128859623218,421.28,Two Year,Credit Card,7
480a4d99-5c5b-4465-8795-cfc32b0fe87f,2023-11-29,No,58,Basic,17.85761196782182,375.01,Month-to-Month,Crypto,2
db0156ac-a4b2-4e56-8891-527172cce9c7,2024-06-18,No,40,Premium,24.228931737894946,96.92,Month-to-Month,Bank Transfer,5
f4804cb9-bbd7-41ed-9f64-21ef22a4e2ec,2024-04-09,Yes,66,Premium,112.75390393691168,1127.54,Month-to-Month,Unknown,3
c54fdb4e-6f58-4124-980a-32715765b5e8,2024-09-23,No,24,Basic,30.9997696995212,310.0,Two Year,Bank Transfer,2
abb2cc53-b413-4418-ba79-1196ce6d313d,2024-05-27,No,35,Premium,72.89042146046381,218.67,One Year,Crypto,9
9617de0f-7a11-49c6-8004-97a54522a67f,2024-10-29,No,36,Basic,85.84999447825118,1373.6,Month-to-Month,Crypto,8
06be3488-b772-40b5-b2d8-ca41f1b891a1,2024-02-10,No,63,Standard,35.08494786267533,631.53,Two Year,Bank Transfer,6
61591b42-d652-4c4f-b7ef-39b4dd9070d9,2024-07-31,No,67,Standard,48.23372224827904,916.44,One Year,Credit Card,4
2a96b36a-e2fc-4ea8-b5a6-f5ec1e18e2a6,2024-04-19,No,60,Standard,70.73372724150263,212.2,One Year,Credit Card,8
12783ff0-2bbc-46e1-9149-85ab0cd9bce0,2024-02-16,No,18,Premium,124.44523387553622,1368.9,One Year,PayPal,9
b793e9b6-7d06-450b-8cdf-f707a71fa8e6,2024-10-08,No,41,Basic,31.84884126806846,573.28,Month-to-Month,Crypto,6
c8d30e0a-3165-4910-b29f-28119c18dca3,2023-08-11,No,24,Standard,110.93954644199944,1109.4,Two Year,Crypto,8
224778d7-44f0-49bf-85c9-e03f48c08267,2023-02-20,Yes,50,Standard,99.62623756320333,2092.15,Two Year,Crypto,8
e7e31983-6c3f-4b3b-a45d-95392cce377b,2024-11-11,No,40,Basic,113.90073283934846,1252.91,One Year,Bank Transfer,1
6fdd77e0-02f3-49e7-a5e0-6fe5a580c34d,2023-10-05,No,49,Premium,22.426150468500687,224.26,One Year,PayPal,8
c522ba46-0543-4168-b35e-fc01d0342b1b,2023-10-21,No,57,Standard,17.514000853007722,52.54,One Year,Crypto,8
e73a9b13-3ad4-4bef-ba9d-072e6755771f,2023-10-20,Yes,,Basic,119.6866192081639,1436.24,Two Year,Crypto,3
53a51d88-0582-406e-9e59-6077d43ac7ad,2023-10-26,No,30,Basic,53.58773092818477,1018.17,Month-to-Month,Bank Transfer,8
1c9f4f79-6ba2-43d5-9801-af834af611d1,2025-01-01,Yes,23,Premium,27.602967607668294,469.25,Two Year,Credit Card,8
ac5181fd-ef87-43a7-a6a3-6cf9988432d2,2024-04-27,No,70,Standard,121.48453107608937,1093.36,Two Year,Bank Transfer,9
1d910b57-1e5c-4456-93da-ae066f1e0114,2024-12-23,No,46,Premium,147.77996468913858,2807.82,One Year,Crypto,8
cb978ab2-b36c-409e-bf67-43cabfde84cf,2024-08-12,Yes,53,Standard,112.06274477960014,2129.19,One Year,Bank Transfer,1
e20745ed-45c2-4264-a43c-4cb6c3a1623d,2023-03-18,No,38,Premium,36.42055809380179,72.84,One Year,Credit Card,8
700a656a-7f95-49fb-b07a-9b6e23bed298,2024-03-03,No,31,Basic,117.10510324073593,1288.16,Month-to-Month,PayPal,7
fede7c22-2d3b-4cbd-bee8-d0d2470421b5,2024-02-18,Yes,41,Basic,N/A,N/A,Month-to-Month,Bank Transfer,3
fc0929df-3210-45de-9c64-7fd69eb23284,2024-04-04,Yes,51,Standard,72.44436536859374,434.67,Month-to-Month,Crypto,9
0820ff9f-b640-409c-a10f-0aa917501785,2024-07-10,No,37,Basic,81.99652572367327,1229.95,Month-to-Month,Crypto,2
6050c8e0-164f-4ce7-9f63-a4a71dc79a26,2024-02-11,Yes,52,Standard,13.805052247648348,289.91,One Year,PayPal,1
a63d87cb-417b-4d75-b09c-2f20af93960f,2023-05-26,No,22,Premium,124.505326558951,124.51,Two Year,Crypto,7
24f3cad6-c6da-46ae-93eb-ad7054e4c446,2024-11-08,Yes,31,Basic,61.37019565033878,306.85,One Year,PayPal,7
61c3673e-99c7-477b-a39e-a865bf8d0876,2024-09-11,No,43,Basic,102.0888266979733,1633.42,Month-to-Month,Bank Transfer,4
fc4b4e4a-9a98-42fa-a372-8297bc43e3f6,2023-12-12,No,36,Premium,93.808098054723,187.62,One Year,Bank Transfer,7
c95ffb70-919f-4fb9-8e6c-27a48c5a3fbf,2024-12-06,No,68,Premium,40.355002748734265,161.42,Month-to-Month,Crypto,2
e39690c3-23f1-495d-a80e-966cbe958485,2024-07-18,No,74,Premium,57.23178450208628,744.01,One Year,Crypto,0
d0f262d5-4dfb-496a-90e9-9177a434b96e,2024-04-16,Yes,55,Standard,111.236018161138,111.24,One Year,Credit Card,6
7c2b59d9-a5fe-4fd3-b442-1bb908fa5938,2023-04-29,No,39,Standard,17.655408272960255,105.93,Month-to-Month,Credit Card,6
340e0532-09d2-4e3c-aa3d-47381d4ef614,2023-06-24,Yes,72,Basic,88.78043433760939,1420.49,One Year,Crypto,8
32458bc2-4472-46af-83b4-0844007f802e,2024-06-03,No,20,Premium,46.974712587352414,422.77,Two Year,PayPal,4
ade91868-1988-4a20-945a-f5f2dc3d6995,2024-04-13,No,67,Basic,29.291244644225923,527.24,Month-to-Month,Bank Transfer,5
b159391d-0960-4f0c-95d9-898557a3235a,2024-02-02,No,64,Basic,69.8880933555003,1397.76,Two Year,Bank Transfer,8
fcae0811-0c73-48a5-a2d4-89c4570357fb,2023-05-01,Yes,50,Standard,109.47238995820375,328.42,Month-to-Month,Crypto,9
32f06c48-c991-4e13-afa8-29c340d97a77,2023-08-23,No,24,Standard,139.86502040093094,1398.65,Month-to-Month,Crypto,5
db16fc6b-e30f-4d43-8c5d-c2f83ef0e9e7,2024-08-07,Yes,43,Premium,51.034976864108344,969.66,One Year,Bank Transfer,9
00a41fca-5613-4a55-a8a0-68eb4093c9ad,2024-09-16,No,74,Basic,N/A,N/A,Month-to-Month,Crypto,3
d690d107-53fd-41cc-afa2-e1add5ba09f3,2024-01-12,No,64,Premium,97.65532424371935,2148.42,Two Year,Bank Transfer,3
86150a13-de4a-469a-ab1f-880fb4224880,2024-08-30,No,62,Standard,109.86726387584109,1867.74,Month-to-Month,Credit Card,7
d30fcd30-d5be-40a3-a96a-3af7d1b13d99,2023-05-13,No,27,Basic,59.46515826392813,1129.84,One Year,PayPal,8
a37512cd-85ef-44a5-805e-ebf9e50b1ccf,2024-03-29,No,33,Premium,30.263597761314852,90.79,Two Year,PayPal,1
978e12e2-955f-4bfe-85da-3859b65e0727,2023-07-21,Yes,46,Standard,33.3250030791299,699.83,Two Year,Credit Card,6
300b998b-29f9-4e34-8d10-2af9c1605f84,2023-05-16,No,70,Basic,35.56683474645295,497.94,Month-to-Month,Bank Transfer,6
b0bc0160-6f70-406f-8428-cc936319d592,2023-10-17,Yes,39,Basic,13.052968845864982,52.21,Two Year,Bank Transfer,7
5834777c-788d-4262-8f19-499ac34abed7,2024-07-18,Yes,24,Basic,134.4980203572286,2420.96,Two Year,Bank Transfer,9
2ebf5ff3-4c61-497e-b460-d7ca0facae19,2024-04-05,No,24,Premium,76.51256405986952,1071.18,Month-to-Month,Credit Card,6
242bcb37-5dfe-4146-a895-ba624389343c,2024-06-08,Yes,48,Basic,61.65599564318984,1294.78,One Year,PayPal,5
689db97f-94dc-4d4a-bbc7-6cd802c8d865,2024-04-17,No,63,Basic,142.04216017348938,1988.59,Two Year,PayPal,0
d6d7bba0-5139-4839-bd91-922b6a365c48,2023-10-28,Yes,18,Standard,22.449489251710254,381.64,Two Year,Crypto,3
face9340-6233-42b8-8f18-b28640fd012d,2023-05-26,No,71,Premium,90.56162850513577,1992.36,Month-to-Month,Crypto,6
b3366bb5-f181-4164-b481-14d4eb177da2,2023-12-16,No,66,Premium,120.40996247119055,120.41,One Year,Crypto,0
b7a3580a-504a-4cd7-a33d-75da95ae3bce,2023-09-20,No,36,Standard,28.64246059946858,143.21,Two Year,Credit Card,1
da95d70e-76bc-4e1c-b080-6a75f7db4a91,2024-11-05,Yes,66,Basic,91.65856872775369,366.63,Two Year,Bank Transfer,7
07885c7e-f4c8-4a91-8238-f3ca2cbc74fa,2024-11-27,No,32,Standard,64.88429698516128,1038.15,Month-to-Month,Bank Transfer,6
e783ce3c-aee4-412a-a8e9-9738d304610d,2023-09-12,Yes,70,Basic,112.14660911860808,2355.08,Month-to-Month,Crypto,4
0651727f-5dca-49b3-ac70-a2381c9c6af0,2024-11-16,No,34,Standard,146.36115948156944,292.72,Month-to-Month,Bank Transfer,6
b3fb712d-ef3c-4f1a-9284-130af494023c,2024-10-10,No,53,Basic,79.60562534269083,477.63,One Year,Crypto,7
4a1c28c7-4a00-4131-86c8-2789a0541283,2023-03-29,No,65,Premium,53.621897565150924,1072.44,One Year,Credit Card,1
0cd6a95a-582b-43d1-8b26-776c1a63dd64,2023-09-17,No,43,Premium,52.514586977379516,1155.32,One Year,Credit Card,4
ae6fc4ff-1c0e-4a2d-91f9-accd80167f55,2023-08-06,No,53,Basic,24.250374195004994,363.76,One Year,Bank Transfer,8
463560f6-862d-4c4e-97f9-25dbca07fe92,2023-11-23,Yes,66,Premium,35.94389606579189,611.05,One Year,Credit Card,2
4162fd9b-95cd-4560-a1c2-e81811bc1003,2023-04-18,No,24,Premium,22.349773455713265,335.25,One Year,Bank Transfer,8
bd048ee3-9ff6-47f7-9644-9604444cbf11,2024-11-12,No,73,Basic,64.45857068476207,1418.09,One Year,Credit Card,8
1b257015-6664-4ffc-afc9-72551de50d07,2024-12-06,No,41,Basic,19.397961311837058,446.15,Two Year,PayPal,7
e05e2dd7-a51d-439a-ac2c-10a6cdc76f31,2024-08-06,No,51,Basic,77.88581719542536,1324.06,One Year,Bank Transfer,6
5e405e6e-e30b-43c5-bb8e-c0a202970666,2024-07-16,Yes,22,Basic,32.016403997059776,32.02,Two Year,Bank Transfer,5
2537f7da-331b-46c1-aa3d-9f4ea376875f,2025-02-08,No,45,Standard,112.21910341018375,448.88,Two Year,Crypto,1
cfbd5d37-b37d-4b3c-a28c-70a2a5a36acc,2024-06-14,Yes,35,Basic,131.19869953060635,2755.17,One Year,PayPal,1
c10456e3-30a7-4a48-a2c8-e33ccd53bd39,2023-11-02,No,69,Premium,130.63468534008948,2090.15,Month-to-Month,Credit Card,7
651cc6ff-5d4b-4708-bd87-3f3f1e49fa1a,2024-03-04,Yes,67,Standard,128.81262550251267,2576.25,Month-to-Month,Credit Card,5
0c3eac17-3f81-448b-9f6f-edb3f41b022d,2024-05-24,No,69,Standard,70.62318050523875,494.36,One Year,Credit Card,5
bde66023-96d1-430e-9b9b-1687b3581ec5,2023-04-09,No,53,Premium,105.93327563090344,1165.27,One Year,Bank Transfer,6
257f9ff0-13eb-4d12-9292-4f8d4d86f27d,2024-11-04,No,55,Basic,67.49812166361812,1552.46,Month-to-Month,Bank Transfer,7
2ded59c8-16d2-4f33-9537-2bfe620bc6ae,2023-07-28,No,53,Basic,129.04209141209503,2709.88,Month-to-Month,PayPal,3
a3931f83-b6df-4fbf-8ffd-d34a54411b8b,2024-07-03,No,66,Premium,54.393654512299385,870.3,Month-to-Month,PayPal,7
3bded76d-dc9d-476f-8e31-51cdcda93ed5,2023-08-29,Yes,36,Basic,118.33979015818859,1183.4,Month-to-Month,Bank Transfer,3
da472498-7b88-4028-a0f4-0d6855d03f15,2023-03-12,No,19,Basic,127.98386594097443,511.94,Two Year,Bank Transfer,4
ec360971-e356-4cf0-9344-75e29bf02c5b,2023-05-24,Yes,22,Standard,28.175653296088058,225.41,One Year,Credit Card,4
677e00cd-d51f-4ef1-b65f-9fc4a0f7ee58,2024-07-14,No,50,Standard,94.03545764040571,846.32,One Year,Credit Card,3
e3b4de5d-96a8-46ce-8836-48d1351ef7f0,2023-06-07,No,69,Standard,127.96709290877146,2687.31,Month-to-Month,PayPal,2
58480725-5ee3-4389-9c09-0f6040474bc2,2023-11-19,Yes,38,Standard,77.7869770412796,155.57,One Year,Bank Transfer,8
3d7acef3-2773-4706-82d4-cf7f7aa6f1c5,2023-04-09,No,67,Premium,31.06918497260176,279.62,Month-to-Month,Crypto,0
c8048328-807a-4821-b3dd-2641271c1653,2023-03-15,Yes,25,Basic,71.94488383875621,1438.9,Month-to-Month,Credit Card,7
ad2ad182-5c96-4fd2-b11c-05df5a7b0a9e,2024-04-28,No,40,Standard,45.21394351696177,633.0,Two Year,Credit Card,1
bfef500f-a39d-47e1-a294-1b54f11dc475,2024-08-17,No,70,Basic,119.25936567234339,1669.63,One Year,Crypto,4
38cf806c-120a-46b7-bf87-bf037e6da8cb,2024-08-29,No,24,Premium,25.808909454114858,309.71,Month-to-Month,Credit Card,7
